T,X
5297,1841
5298,1842
5299,1843
5300,1842
5301,1841
5302,1842
5303,1841
5304,1842
5305,1841
5306,1842
5307,1841
5308,1842
5309,1841
5310,1840
5311,1841
5312,1842
5313,1841
5314,1842
5315,1843
5316,1844
5317,1843
5318,1842
5319,1841
5320,1842
5321,1841
5322,1842
5323,1843
5324,1842
5325,1843
5326,1844
5327,1845
5328,1846
5329,1847
5330,1848
5331,1849
5332,1850
5333,1849
5334,1850
5335,1851
5336,1852
5337,1851
5338,1850
5339,1851
5340,1850
5341,1849
5342,1850
5343,1849
5344,1850
5345,1849
5346,1848
5347,1847
5348,1846
5349,1845
5350,1846
5351,1847
5352,1846
5353,1847
5354,1848
5355,1849
5356,1850
5357,1851
5358,1852
5359,1851
5360,1850
5361,1851
5362,1850
5363,1849
5364,1848
5365,1849
5366,1848
5367,1849
5368,1850
5369,1851
5370,1850
5371,1849
5372,1850
5373,1851
5374,1850
5375,1851
5376,1852
5377,1853
5378,1852
5379,1853
5380,1852
5381,1853
5382,1852
5383,1853
5384,1854
5385,1853
5386,1852
5387,1851
5388,1852
5389,1853
5390,1852
5391,1851
5392,1852
5393,1853
5394,1854
5395,1855
5396,1856
5397,1855
5398,1856
5399,1857
5400,1858
5401,1859
5402,1860
5403,1861
5404,1862
5405,1861
5406,1860
5407,1861
5408,1862
5409,1863
5410,1864
5411,1863
5412,1864
5413,1865
5414,1866
5415,1867
5416,1868
5417,1869
5418,1868
5419,1869
5420,1870
5421,1871
5422,1872
5423,1873
5424,1872
5425,1873
5426,1872
5427,1873
5428,1874
5429,1875
5430,1876
5431,1877
5432,1878
5433,1877
5434,1878
5435,1877
5436,1876
5437,1877
5438,1876
5439,1877
5440,1876
5441,1877
5442,1876
5443,1877
5444,1876
5445,1877
5446,1876
5447,1877
5448,1878
5449,1877
5450,1878
5451,1879
5452,1880
5453,1879
5454,1880
5455,1881
5456,1880
5457,1881
5458,1882
5459,1883
5460,1884
5461,1885
5462,1886
5463,1887
5464,1888
5465,1889
5466,1890
5467,1889
5468,1890
5469,1891
5470,1892
5471,1893
5472,1894
5473,1895
5474,1896
5475,1897
5476,1898
5477,1897
5478,1898
5479,1899
5480,1898
5481,1899
5482,1900
5483,1899
5484,1900
5485,1901
5486,1900
5487,1899
5488,1900
5489,1899
5490,1900
5491,1901
5492,1902
5493,1903
5494,1904
5495,1903
5496,1904
5497,1903
5498,1902
5499,1903
5500,1904
5501,1905
5502,1904
5503,1905
5504,1904
5505,1905
5506,1904
5507,1905
5508,1906
5509,1907
5510,1906
5511,1907
5512,1908
5513,1909
5514,1910
5515,1911
5516,1912
5517,1913
5518,1912
5519,1913
5520,1914
5521,1913
5522,1912
5523,1911
5524,1912
5525,1913
5526,1914
5527,1913
5528,1912
5529,1913
5530,1914
5531,1913
5532,1914
5533,1915
5534,1916
5535,1915
5536,1914
5537,1913
5538,1912
5539,1913
5540,1914
5541,1913
5542,1914
5543,1915
5544,1916
5545,1917
5546,1918
5547,1917
5548,1918
5549,1919
5550,1920
5551,1921
5552,1920
5553,1921
5554,1922
5555,1923
5556,1924
5557,1925
5558,1924
5559,1925
5560,1924
5561,1923
5562,1924
5563,1925
5564,1924
5565,1925
5566,1926
5567,1927
5568,1928
5569,1929
5570,1930
5571,1931
5572,1932
5573,1933
5574,1934
5575,1933
5576,1932
5577,1933
5578,1934
5579,1935
5580,1936
5581,1937
5582,1938
5583,1939
5584,1940
5585,1939
5586,1940
5587,1939
5588,1940
5589,1941
5590,1942
5591,1941
5592,1942
5593,1943
5594,1944
5595,1943
5596,1944
5597,1943
5598,1944
5599,1945
5600,1946
5601,1947
5602,1948
5603,1947
5604,1946
5605,1945
5606,1944
5607,1945
5608,1944
5609,1945
5610,1944
5611,1945
5612,1944
5613,1945
5614,1946
5615,1947
5616,1946
5617,1947
5618,1946
5619,1947
5620,1948
5621,1949
5622,1950
5623,1951
5624,1952
5625,1951
5626,1952
5627,1953
5628,1952
5629,1953
5630,1954
5631,1953
5632,1954
5633,1955
5634,1956
5635,1955
5636,1956
5637,1955
5638,1956
5639,1957
5640,1958
5641,1957
5642,1958
5643,1959
5644,1960
5645,1961
5646,1962
5647,1961
5648,1962
5649,1961
5650,1962
5651,1963
5652,1964
5653,1965
5654,1966
5655,1967
5656,1968
5657,1969
5658,1968
5659,1969
5660,1970
5661,1969
5662,1968
5663,1967
5664,1968
5665,1969
5666,1970
5667,1969
5668,1968
5669,1969
5670,1970
5671,1971
5672,1970
5673,1971
5674,1972
5675,1973
5676,1974
5677,1973
5678,1974
5679,1975
5680,1976
5681,1975
5682,1976
5683,1975
5684,1976
5685,1977
5686,1976
5687,1975
5688,1974
5689,1975
5690,1974
5691,1975
5692,1976
5693,1975
5694,1976
5695,1975
5696,1976
5697,1977
5698,1978
5699,1977
5700,1978
5701,1977
5702,1978
5703,1979
5704,1978
5705,1979
5706,1980
5707,1979
5708,1978
5709,1977
5710,1976
5711,1975
5712,1976
5713,1977
5714,1978
5715,1979
5716,1980
5717,1981
5718,1982
5719,1983
5720,1984
5721,1985
5722,1984
5723,1985
5724,1986
5725,1987
5726,1988
5727,1989
5728,1988
5729,1989
5730,1990
5731,1991
5732,1990
5733,1989
5734,1988
5735,1987
5736,1988
5737,1989
5738,1990
5739,1991
5740,1992
5741,1993
5742,1992
5743,1993
5744,1994
5745,1993
5746,1994
5747,1993
5748,1992
5749,1991
5750,1992
5751,1993
5752,1994
5753,1993
5754,1992
5755,1993
5756,1994
5757,1993
5758,1994
5759,1995
5760,1994
5761,1995
5762,1994
5763,1993
5764,1994
5765,1993
5766,1994
5767,1995
5768,1996
5769,1995
5770,1994
5771,1995
5772,1994
5773,1995
5774,1994
5775,1993
5776,1992
5777,1993
5778,1994
5779,1995
5780,1996
5781,1997
5782,1996
5783,1997
5784,1996
5785,1995
5786,1996
5787,1997
5788,1998
5789,1999
5790,2000
5791,2001
5792,2002
5793,2003
5794,2002
5795,2001
5796,2000
5797,2001
5798,2000
5799,2001
5800,2002
5801,2003
5802,2004
5803,2003
5804,2002
5805,2001
5806,2002
5807,2003
5808,2004
5809,2005
5810,2006
5811,2007
5812,2008
5813,2007
5814,2006
5815,2007
5816,2008
5817,2009
5818,2010
5819,2011
5820,2012
5821,2013
5822,2012
5823,2013
5824,2012
5825,2011
5826,2010
5827,2009
5828,2008
5829,2007
5830,2008
5831,2007
5832,2006
5833,2007
5834,2006
5835,2007
5836,2006
5837,2007
5838,2008
5839,2007
5840,2008
5841,2007
5842,2008
5843,2009
5844,2010
5845,2011
5846,2012
5847,2013
5848,2014
5849,2013
5850,2012
5851,2013
5852,2014
5853,2015
5854,2016
5855,2015
5856,2016
5857,2017
5858,2016
5859,2017
5860,2018
5861,2017
5862,2016
5863,2017
5864,2016
5865,2017
5866,2018
5867,2019
5868,2020
5869,2021
5870,2020
5871,2021
5872,2022
5873,2023
5874,2024
5875,2025
5876,2026
5877,2027
5878,2028
5879,2029
5880,2030
5881,2031
5882,2030
5883,2031
5884,2032
5885,2033
5886,2034
5887,2035
5888,2034
5889,2035
5890,2034
5891,2035
5892,2036
5893,2037
5894,2036
5895,2037
5896,2038
5897,2039
5898,2040
5899,2041
5900,2042
5901,2041
5902,2042
5903,2043
5904,2044
5905,2043
5906,2042
5907,2043
5908,2044
5909,2043
5910,2044
5911,2045
5912,2044
5913,2043
5914,2042
5915,2043
5916,2044
5917,2043
5918,2044
5919,2045
5920,2046
5921,2047
5922,2048
5923,2049
5924,2050
5925,2051
5926,2052
5927,2051
5928,2050
5929,2051
5930,2052
5931,2053
5932,2052
5933,2053
5934,2054
5935,2055
5936,2054
5937,2055
5938,2056
5939,2055
5940,2056
5941,2057
5942,2056
5943,2057
5944,2058
5945,2059
5946,2058
5947,2059
5948,2060
5949,2061
5950,2060
5951,2059
5952,2058
5953,2057
5954,2058
5955,2059
5956,2060
5957,2061
5958,2062
5959,2061
5960,2062
5961,2063
5962,2064
5963,2063
5964,2062
5965,2063
5966,2062
5967,2061
5968,2060
5969,2059
5970,2060
5971,2061
5972,2062
5973,2063
5974,2064
5975,2065
5976,2066
5977,2067
5978,2066
5979,2067
5980,2068
5981,2069
5982,2068
5983,2067
5984,2068
5985,2069
5986,2068
5987,2067
5988,2066
5989,2067
5990,2068
5991,2067
5992,2068
5993,2069
5994,2068
5995,2067
5996,2066
5997,2065
5998,2064
5999,2063
6000,2062
6001,2063
6002,2064
6003,2063
6004,2064
6005,2065
6006,2066
6007,2067
6008,2068
6009,2067
6010,2066
6011,2067
6012,2066
6013,2067
6014,2068
6015,2069
6016,2070
6017,2071
6018,2072
6019,2073
6020,2074
6021,2075
6022,2076
6023,2077
6024,2078
6025,2077
6026,2078
6027,2079
6028,2078
6029,2079
6030,2080
6031,2079
6032,2080
6033,2079
6034,2078
6035,2079
6036,2080
6037,2081
6038,2082
6039,2083
6040,2084
6041,2085
6042,2084
6043,2085
6044,2086
6045,2087
6046,2088
6047,2087
6048,2088
6049,2089
6050,2090
6051,2091
6052,2090
6053,2089
6054,2090
6055,2089
6056,2088
6057,2089
6058,2090
6059,2091
6060,2090
6061,2091
6062,2092
6063,2091
6064,2090
6065,2089
6066,2088
6067,2087
6068,2088
6069,2087
6070,2088
6071,2087
6072,2088
6073,2089
6074,2090
6075,2091
6076,2090
6077,2091
6078,2092
6079,2091
6080,2090
6081,2091
6082,2092
6083,2093
6084,2092
6085,2091
6086,2092
6087,2091
6088,2090
6089,2091
6090,2092
6091,2093
6092,2094
6093,2095
6094,2094
6095,2095
6096,2096
6097,2097
6098,2098
6099,2097
6100,2096
6101,2097
6102,2098
6103,2099
6104,2100
6105,2099
6106,2098
6107,2099
6108,2100
6109,2101
6110,2100
6111,2101
6112,2102
6113,2103
6114,2104
6115,2105
6116,2106
6117,2107
6118,2106
6119,2107
6120,2108
6121,2109
6122,2108
6123,2109
6124,2110
6125,2109
6126,2110
6127,2109
6128,2108
6129,2107
6130,2108
6131,2109
6132,2108
6133,2107
6134,2106
6135,2105
6136,2104
6137,2105
6138,2106
6139,2107
6140,2108
6141,2109
6142,2110
6143,2111
6144,2110
6145,2111
6146,2110
6147,2109
6148,2110
6149,2109
6150,2108
6151,2107
6152,2106
6153,2105
6154,2106
6155,2107
6156,2106
6157,2107
6158,2108
6159,2107
6160,2108
6161,2109
6162,2110
6163,2109
6164,2108
6165,2109
6166,2110
6167,2109
6168,2108
6169,2109
6170,2108
6171,2109
6172,2108
6173,2109
6174,2110
6175,2111
6176,2112
6177,2113
6178,2112
6179,2113
6180,2114
6181,2113
6182,2114
6183,2113
6184,2114
6185,2113
6186,2114
6187,2115
6188,2116
6189,2117
6190,2118
6191,2117
6192,2118
6193,2119
6194,2118
6195,2117
6196,2118
6197,2119
6198,2120
6199,2119
6200,2120
6201,2121
6202,2122
6203,2121
6204,2120
6205,2121
6206,2122
6207,2121
6208,2120
6209,2121
6210,2122
6211,2123
6212,2122
6213,2123
6214,2124
6215,2125
6216,2124
6217,2125
6218,2126
6219,2127
6220,2128
6221,2129
6222,2128
6223,2129
6224,2130
6225,2131
6226,2132
6227,2133
6228,2132
6229,2131
6230,2132
6231,2133
6232,2132
6233,2131
6234,2130
6235,2131
6236,2132
6237,2133
6238,2134
6239,2133
6240,2134
6241,2133
6242,2134
6243,2133
6244,2134
6245,2135
6246,2134
6247,2133
6248,2134
6249,2135
6250,2136
6251,2137
6252,2136
6253,2137
6254,2138
6255,2139
6256,2140
6257,2139
6258,2140
6259,2141
6260,2142
6261,2143
6262,2144
6263,2145
6264,2146
6265,2147
6266,2148
6267,2149
6268,2150
6269,2151
6270,2152
6271,2153
6272,2152
6273,2153
6274,2154
6275,2153
6276,2152
6277,2153
6278,2152
6279,2153
6280,2154
6281,2155
6282,2156
6283,2157
6284,2156
6285,2157
6286,2156
6287,2155
6288,2156
6289,2155
6290,2156
6291,2157
6292,2158
6293,2157
6294,2158
6295,2159
6296,2160
6297,2159
6298,2160
6299,2161
6300,2162
6301,2161
6302,2162
6303,2163
6304,2164
6305,2165
6306,2166
6307,2167
6308,2168
6309,2167
6310,2168
6311,2167
6312,2166
6313,2167
6314,2168
6315,2167
6316,2166
6317,2165
6318,2164
6319,2163
6320,2162
6321,2163
6322,2162
6323,2163
6324,2162
6325,2163
6326,2164
6327,2165
6328,2166
6329,2167
6330,2168
6331,2167
6332,2168
6333,2167
6334,2168
6335,2169
6336,2170
6337,2171
6338,2170
6339,2169
6340,2170
6341,2171
6342,2172
6343,2171
6344,2170
6345,2171
6346,2172
6347,2173
6348,2174
6349,2173
6350,2174
6351,2173
6352,2174
6353,2175
6354,2174
6355,2175
6356,2176
6357,2177
6358,2178
6359,2177
6360,2176
6361,2177
6362,2178
6363,2179
6364,2178
6365,2179
6366,2180
6367,2179
6368,2178
6369,2179
6370,2180
6371,2181
6372,2182
6373,2183
6374,2184
6375,2185
6376,2186
6377,2187
6378,2188
6379,2189
6380,2190
6381,2191
6382,2192
6383,2191
6384,2192
6385,2193
6386,2192
6387,2191
6388,2190
6389,2191
6390,2192
6391,2191
6392,2190
6393,2191
6394,2190
6395,2191
6396,2190
6397,2191
6398,2192
6399,2193
6400,2194
6401,2195
6402,2196
6403,2197
6404,2196
6405,2195
6406,2194
6407,2195
6408,2194
6409,2193
6410,2194
6411,2193
6412,2194
6413,2193
6414,2192
6415,2191
6416,2192
6417,2193
6418,2194
6419,2195
6420,2196
6421,2197
6422,2198
6423,2199
6424,2198
6425,2197
6426,2198
6427,2199
6428,2200
6429,2199
6430,2200
6431,2201
6432,2202
6433,2203
6434,2202
6435,2201
6436,2202
6437,2203
6438,2204
6439,2205
6440,2206
6441,2205
6442,2206
6443,2207
6444,2208
6445,2209
6446,2210
6447,2211
6448,2212
6449,2211
6450,2212
6451,2213
6452,2214
6453,2215
6454,2216
6455,2215
6456,2216
6457,2217
6458,2218
6459,2219
6460,2220
6461,2221
6462,2222
6463,2223
6464,2224
6465,2225
6466,2226
6467,2227
6468,2226
6469,2225
6470,2224
6471,2225
6472,2226
6473,2225
6474,2224
6475,2223
6476,2224
6477,2225
6478,2226
6479,2227
6480,2228
6481,2227
6482,2226
6483,2227
6484,2228
6485,2227
6486,2226
6487,2225
6488,2224
6489,2225
6490,2226
6491,2225
6492,2224
6493,2225
6494,2226
6495,2227
6496,2228
6497,2227
6498,2226
6499,2227
6500,2226
6501,2227
6502,2228
6503,2229
6504,2230
6505,2231
6506,2230
6507,2229
6508,2228
6509,2227
6510,2228
6511,2229
6512,2230
6513,2231
6514,2230
6515,2231
6516,2232
6517,2233
6518,2234
6519,2235
6520,2236
6521,2237
6522,2238
6523,2239
6524,2240
6525,2241
6526,2240
6527,2241
6528,2242
6529,2243
6530,2244
6531,2243
6532,2244
6533,2245
6534,2246
6535,2245
6536,2246
6537,2245
6538,2246
6539,2245
6540,2244
6541,2245
6542,2244
6543,2245
6544,2244
6545,2245
6546,2246
6547,2245
6548,2246
6549,2247
6550,2246
6551,2247
6552,2248
6553,2249
6554,2250
6555,2249
6556,2248
6557,2249
6558,2250
6559,2249
6560,2248
6561,2247
6562,2248
6563,2247
6564,2248
6565,2247
6566,2246
6567,2247
6568,2246
6569,2245
6570,2246
6571,2245
6572,2244
6573,2245
6574,2246
6575,2245
6576,2246
6577,2247
6578,2246
6579,2247
6580,2246
6581,2245
6582,2246
6583,2247
6584,2246
6585,2245
6586,2246
6587,2247
6588,2246
6589,2247
6590,2248
6591,2247
6592,2246
6593,2247
6594,2246
6595,2247
6596,2248
6597,2249
6598,2248
6599,2249
6600,2250
6601,2249
6602,2250
6603,2251
6604,2252
6605,2251
6606,2250
6607,2251
6608,2250
6609,2251
6610,2250
6611,2249
6612,2250
6613,2251
6614,2252
6615,2253
6616,2254
6617,2255
6618,2254
6619,2255
6620,2256
6621,2257
6622,2258
6623,2259
6624,2260
6625,2261
6626,2260
6627,2259
6628,2258
6629,2259
6630,2260
6631,2261
6632,2262
6633,2263
6634,2264
6635,2263
6636,2262
6637,2263
6638,2262
6639,2263
6640,2264
6641,2265
6642,2266
6643,2267
6644,2266
6645,2265
6646,2266
6647,2267
6648,2268
6649,2267
6650,2268
6651,2269
6652,2268
6653,2269
6654,2270
6655,2271
6656,2272
6657,2271
6658,2272
6659,2273
6660,2274
6661,2275
6662,2274
6663,2273
6664,2274
6665,2275
6666,2276
6667,2275
6668,2274
6669,2275
6670,2276
6671,2277
6672,2276
6673,2275
6674,2274
6675,2275
6676,2276
6677,2277
6678,2278
6679,2277
6680,2278
6681,2279
6682,2278
6683,2279
6684,2278
6685,2277
6686,2278
6687,2279
6688,2280
6689,2281
6690,2282
6691,2283
6692,2284
6693,2285
6694,2286
6695,2287
6696,2288
6697,2289
6698,2288
6699,2289
6700,2288
6701,2289
6702,2290
6703,2291
6704,2292
6705,2293
6706,2294
6707,2295
6708,2296
6709,2297
6710,2296
6711,2297
6712,2298
6713,2299
6714,2298
6715,2297
6716,2298
6717,2299
6718,2300
6719,2301
6720,2302
6721,2303
6722,2304
6723,2305
6724,2306
6725,2305
6726,2306
6727,2305
6728,2306
6729,2305
6730,2306
6731,2307
6732,2308
6733,2309
6734,2310
6735,2311
6736,2310
6737,2311
6738,2312
6739,2313
6740,2314
6741,2315
6742,2316
6743,2317
6744,2318
6745,2317
6746,2318
6747,2319
6748,2320
6749,2321
6750,2320
6751,2321
6752,2322
6753,2323
6754,2324
6755,2325
6756,2324
6757,2323
6758,2322
6759,2323
6760,2324
6761,2323
6762,2324
6763,2323
6764,2324
6765,2325
6766,2326
6767,2327
6768,2328
6769,2329
6770,2328
6771,2329
6772,2330
6773,2331
6774,2330
6775,2329
6776,2330
6777,2329
6778,2330
6779,2331
6780,2332
6781,2333
6782,2334
6783,2335
6784,2334
6785,2335
6786,2336
6787,2337
6788,2338
6789,2339
6790,2340
6791,2341
6792,2342
6793,2343
6794,2344
6795,2345
6796,2344
6797,2345
6798,2344
6799,2345
6800,2344
6801,2343
6802,2342
6803,2343
6804,2342
6805,2341
6806,2342
6807,2343
6808,2344
6809,2343
6810,2342
6811,2343
6812,2344
6813,2345
6814,2346
6815,2345
6816,2344
6817,2345
6818,2346
6819,2347
6820,2346
6821,2347
6822,2348
6823,2349
6824,2350
6825,2349
6826,2350
6827,2351
6828,2350
6829,2349
6830,2350
6831,2349
6832,2350
6833,2349
6834,2350
6835,2351
6836,2350
6837,2351
6838,2352
6839,2353
6840,2354
6841,2355
6842,2356
6843,2357
6844,2358
6845,2357
6846,2356
6847,2355
6848,2356
6849,2357
6850,2356
6851,2357
6852,2358
6853,2357
6854,2358
6855,2359
6856,2360
6857,2361
6858,2362
6859,2363
6860,2364
6861,2365
6862,2364
6863,2365
6864,2366
6865,2367
6866,2368
6867,2369
6868,2370
6869,2371
6870,2370
6871,2371
6872,2372
6873,2373
6874,2374
6875,2375
6876,2376
6877,2377
6878,2376
6879,2377
6880,2376
6881,2375
6882,2376
6883,2377
6884,2376
6885,2375
6886,2376
6887,2377
6888,2376
6889,2377
6890,2378
6891,2377
6892,2378
6893,2379
6894,2380
6895,2379
6896,2378
6897,2377
6898,2378
6899,2377
6900,2378
6901,2379
6902,2380
6903,2381
6904,2380
6905,2381
6906,2382
6907,2383
6908,2384
6909,2383
6910,2384
6911,2383
6912,2382
6913,2383
6914,2384
6915,2385
6916,2386
6917,2387
6918,2386
6919,2387
6920,2388
6921,2387
6922,2386
6923,2387
6924,2386
6925,2387
6926,2388
6927,2389
6928,2388
6929,2389
6930,2390
6931,2391
6932,2392
6933,2391
6934,2392
6935,2393
6936,2394
6937,2395
6938,2396
6939,2397
6940,2396
6941,2395
6942,2396
6943,2397
6944,2398
6945,2397
6946,2398
6947,2397
6948,2398
6949,2397
6950,2398
6951,2399
6952,2400
6953,2399
6954,2400
6955,2401
6956,2402
6957,2403
6958,2404
6959,2405
6960,2406
6961,2407
6962,2406
6963,2407
6964,2406
6965,2405
6966,2404
6967,2403
6968,2402
6969,2403
6970,2402
6971,2403
6972,2404
6973,2403
6974,2404
6975,2405
6976,2406
6977,2405
6978,2406
6979,2407
6980,2406
6981,2405
6982,2406
6983,2407
6984,2408
6985,2409
6986,2410
6987,2409
6988,2410
6989,2411
6990,2412
6991,2413
6992,2412
6993,2411
6994,2412
6995,2411
6996,2412
6997,2413
6998,2414
6999,2415
7000,2416
7001,2415
7002,2416
7003,2417
7004,2418
7005,2417
7006,2418
7007,2419
7008,2420
7009,2421
7010,2422
7011,2423
7012,2422
7013,2421
7014,2420
7015,2421
7016,2420
7017,2421
7018,2422
7019,2423
7020,2424
7021,2423
7022,2424
7023,2423
7024,2422
7025,2423
7026,2422
7027,2423
7028,2424
7029,2423
7030,2424
7031,2423
7032,2424
7033,2425
7034,2426
7035,2427
7036,2428
7037,2427
7038,2426
7039,2427
7040,2426
7041,2427
7042,2428
7043,2427
7044,2428
7045,2429
7046,2428
7047,2429
7048,2428
7049,2427
7050,2426
7051,2425
7052,2424
7053,2423
7054,2424
7055,2425
7056,2426
7057,2425
7058,2426
7059,2427
7060,2428
7061,2427
7062,2428
7063,2427
7064,2426
7065,2425
7066,2424
7067,2425
7068,2424
7069,2425
7070,2426
7071,2427
7072,2428
7073,2429
7074,2428
7075,2429
7076,2430
7077,2429
7078,2428
7079,2429
7080,2430
7081,2429
7082,2428
7083,2429
7084,2430
7085,2429
7086,2430
7087,2429
7088,2430
7089,2431
7090,2432
7091,2433
7092,2434
7093,2433
7094,2434
7095,2435
7096,2434
7097,2433
7098,2434
7099,2435
7100,2436
7101,2437
7102,2436
7103,2435
7104,2436
7105,2435
7106,2436
7107,2437
7108,2438
7109,2439
7110,2438
7111,2439
7112,2440
7113,2441
7114,2440
7115,2441
7116,2442
7117,2441
7118,2440
7119,2441
7120,2442
7121,2443
7122,2444
7123,2445
7124,2444
7125,2445
7126,2446
7127,2447
7128,2448
7129,2449
7130,2450
7131,2451
7132,2452
7133,2453
7134,2454
7135,2453
7136,2454
7137,2455
7138,2454
7139,2455
7140,2454
7141,2453
7142,2452
7143,2453
7144,2452
7145,2453
7146,2452
7147,2451
7148,2452
7149,2451
7150,2452
7151,2453
7152,2454
7153,2455
7154,2456
7155,2457
7156,2458
7157,2457
7158,2458
7159,2457
7160,2458
7161,2459
7162,2458
7163,2459
7164,2460
7165,2461
7166,2460
7167,2459
7168,2458
7169,2457
7170,2456
7171,2457
7172,2456
7173,2457
7174,2458
7175,2457
7176,2456
7177,2457
7178,2458
7179,2459
7180,2458
7181,2457
7182,2458
7183,2459
7184,2460
7185,2459
7186,2458
7187,2459
7188,2460
7189,2461
7190,2462
7191,2461
7192,2462
7193,2463
7194,2462
7195,2461
7196,2460
7197,2461
7198,2462
7199,2461
7200,2462
7201,2461
7202,2462
7203,2463
7204,2464
7205,2463
7206,2464
7207,2463
7208,2462
7209,2463
7210,2464
7211,2465
7212,2466
7213,2465
7214,2464
7215,2465
7216,2466
7217,2467
7218,2466
7219,2465
7220,2466
7221,2465
7222,2464
7223,2465
7224,2466
7225,2465
7226,2466
7227,2467
7228,2466
7229,2465
7230,2464
7231,2465
7232,2464
7233,2463
7234,2464
7235,2465
7236,2466
7237,2467
7238,2468
7239,2469
7240,2468
7241,2467
7242,2468
7243,2467
7244,2466
7245,2467
7246,2466
7247,2467
7248,2468
7249,2467
7250,2468
7251,2469
7252,2468
7253,2469
7254,2468
7255,2467
7256,2468
7257,2469
7258,2470
7259,2469
7260,2470
7261,2469
7262,2470
7263,2469
7264,2470
7265,2471
7266,2472
7267,2473
7268,2474
7269,2475
7270,2474
7271,2473
7272,2474
7273,2473
7274,2474
7275,2475
7276,2476
7277,2477
7278,2478
7279,2479
7280,2480
7281,2479
7282,2480
7283,2481
7284,2482
7285,2481
7286,2480
7287,2481
7288,2482
7289,2483
7290,2482
7291,2483
7292,2484
7293,2485
7294,2486
7295,2485
7296,2486
7297,2487
7298,2488
7299,2489
7300,2490
7301,2491
7302,2490
7303,2489
7304,2490
7305,2489
7306,2488
7307,2489
7308,2490
7309,2491
7310,2492
7311,2493
7312,2494
7313,2495
7314,2494
7315,2495
7316,2496
7317,2497
7318,2498
7319,2497
7320,2498
7321,2499
7322,2500
7323,2501
7324,2502
7325,2503
7326,2504
7327,2503
7328,2502
7329,2503
7330,2502
7331,2503
7332,2502
7333,2503
7334,2504
7335,2505
7336,2506
7337,2507
7338,2506
7339,2505
7340,2506
7341,2507
7342,2506
7343,2507
7344,2506
7345,2505
7346,2506
7347,2507
7348,2508
7349,2509
7350,2508
7351,2509
7352,2510
7353,2509
7354,2510
7355,2511
7356,2510
7357,2511
7358,2512
7359,2513
7360,2512
7361,2511
7362,2512
7363,2511
7364,2512
7365,2511
7366,2510
7367,2509
7368,2508
7369,2509
7370,2508
7371,2507
7372,2508
7373,2509
7374,2510
7375,2511
7376,2512
7377,2513
7378,2514
7379,2515
7380,2516
7381,2515
7382,2514
7383,2515
7384,2514
7385,2515
7386,2514
7387,2515
7388,2514
7389,2515
7390,2514
7391,2513
7392,2514
7393,2515
7394,2516
7395,2517
7396,2516
7397,2517
7398,2516
7399,2517
7400,2516
7401,2517
7402,2518
7403,2517
7404,2518
7405,2519
7406,2520
7407,2521
7408,2522
7409,2521
7410,2520
7411,2519
7412,2520
7413,2521
7414,2520
7415,2521
7416,2522
7417,2521
7418,2520
7419,2521
7420,2522
7421,2523
7422,2524
7423,2523
7424,2522
7425,2523
7426,2522
7427,2521
7428,2522
7429,2523
7430,2522
7431,2523
7432,2522
7433,2523
7434,2524
7435,2523
7436,2522
7437,2523
7438,2522
7439,2521
7440,2522
7441,2523
7442,2522
7443,2521
7444,2520
7445,2519
7446,2520
7447,2521
7448,2520
7449,2521
7450,2522
7451,2523
7452,2524
7453,2525
7454,2524
7455,2525
7456,2526
7457,2527
7458,2528
7459,2529
7460,2530
7461,2531
7462,2532
7463,2533
7464,2534
7465,2533
7466,2534
7467,2535
7468,2536
7469,2535
7470,2534
7471,2533
7472,2534
7473,2535
7474,2536
7475,2535
7476,2536
7477,2535
7478,2534
7479,2535
7480,2534
7481,2535
7482,2534
7483,2535
7484,2536
7485,2535
7486,2536
7487,2535
7488,2534
7489,2535
7490,2536
7491,2537
7492,2536
7493,2535
7494,2534
7495,2535
7496,2536
7497,2537
7498,2538
7499,2539
7500,2538
7501,2537
7502,2538
7503,2539
7504,2538
7505,2539
7506,2540
7507,2539
7508,2540
7509,2541
7510,2540
7511,2539
7512,2540
7513,2539
7514,2538
7515,2537
7516,2538
7517,2537
7518,2538
7519,2539
7520,2538
7521,2539
7522,2540
7523,2539
7524,2538
7525,2539
7526,2538
7527,2539
7528,2540
7529,2539
7530,2540
7531,2539
7532,2540
7533,2539
7534,2538
7535,2539
7536,2540
7537,2541
7538,2540
7539,2541
7540,2542
7541,2543
7542,2544
7543,2545
7544,2546
7545,2547
7546,2548
7547,2549
7548,2550
7549,2551
7550,2550
7551,2551
7552,2552
7553,2553
7554,2552
7555,2553
7556,2554
7557,2555
7558,2556
7559,2557
7560,2558
7561,2557
7562,2556
7563,2557
7564,2558
7565,2557
7566,2556
7567,2555
7568,2554
7569,2553
7570,2554
7571,2555
7572,2556
7573,2557
7574,2558
7575,2559
7576,2560
7577,2559
7578,2560
7579,2561
7580,2562
7581,2561
7582,2562
7583,2563
7584,2564
7585,2565
7586,2564
7587,2563
7588,2564
7589,2565
7590,2566
7591,2567
7592,2568
7593,2569
7594,2570
7595,2571
7596,2572
7597,2573
7598,2574
7599,2573
7600,2574
7601,2575
7602,2576
7603,2575
7604,2576
7605,2577
7606,2578
7607,2577
7608,2578
7609,2579
7610,2580
7611,2581
7612,2582
7613,2581
7614,2582
7615,2583
7616,2584
7617,2583
7618,2584
7619,2585
7620,2584
7621,2585
7622,2586
7623,2585
7624,2586
7625,2587
7626,2588
7627,2589
7628,2590
